ClassID,Name,MaxLevel,Cost,InitHP,MaxHP,AttackType,InitAtk,MaxAtk,MaxTarget,InitDef,MaxDef,AtkSpeedCorrection,AtkArea,JobChange,JobChangeMaterial1,JobChangeMaterial2,JobChangeMaterial3,Data_ExtraAwakeOrb1,Data_ExtraAwakeOrb2,Dot,MissileID,ApproachFlag,BlockNum,DotNo,AttackWait,AttackAnimNo,BuildExp,HpGaugeHeight,AttackAttribute,HitEffect,Explanation,ClassAbility1,ClassAbilityPower1,AwakeType1,AwakeType2,_LowRareEvolveMaterial_01,_LowRareEvolveMaterial_02,_LowRareEvolveMaterial_03,SortGroupID,DisplayPermission,PlaceAttribute,BattleStyle,ChainCount
4800,インペリアルナイト,50,22,900,1200,true,260,350,1,180,270,100,40,4810,100,200,1600,0,0,422,21,true,2,0,35,1,7,0,0,6291712,短射程の無効化されない\n遠距離攻撃\n２体までの敵を足止めできる,0,0,0,0,0,0,0,20,,1,1,1
4810,インペリアルオーダー,80,25,1150,1900,true,350,530,1,270,390,100,40,4820,200,300,1600,110,0,422,21,true,2,1,35,1,20,0,0,6291712,短射程の無効化されない\n遠距離攻撃\n２体までの敵を足止めできる,0,0,0,0,0,0,0,20,,1,1,1
4820,ナイトオブナイツ,99,25,1800,2500,true,490,650,1,350,540,100,40,0,200,300,1600,110,0,422,21,true,2,2,35,1,50,0,0,6291712,短射程の無効化されない\n遠距離攻撃\n２体までの敵を足止めできる,0,0,4870,4880,0,0,0,20,,1,1,1
4870,帝国筆頭騎士,99,25,2000,2700,true,580,790,1,370,560,100,40,0,0,0,0,0,0,422,21,true,2,3,35,1,50,0,0,6291718,無効化されない遠距離攻撃\n射程1.3倍\n魔法耐性+10 \n２体までの敵を足止めできる,72,0,0,0,0,0,0,20,,1,1,1
4880,インペリアルジェネラル,99,25,2300,3000,true,520,680,1,410,600,100,40,0,0,0,0,0,0,422,21,true,2,4,35,1,50,0,0,6291718,短射程の無効化されない\n遠距離攻撃 攻撃対象数+1\n魔法耐性+20\n２体までの敵を足止めできる,855,0,0,0,0,0,0,20,,1,1,1
4900,ケットシー,99,0,1300,1800,true,540,670,1,220,350,100,40,0,0,0,0,0,0,431,-1,true,1,0,20,1,0,0,0,6291712,,326,0,0,0,0,0,0,20,,1,1,1
5000,天狗,80,17,600,1000,true,150,330,1,60,130,100,40,5030,1000,1600,1700,1110,1510,440,180,true,0,0,45,2,20,0,0,6291712,敵を足止めせず遠距離攻撃対象外\n移動速度を下げる遠距離物理攻撃,0,0,0,0,0,0,0,20,,1,1,1
5030,大天狗,99,17,850,1350,true,310,460,1,110,160,100,40,0,1000,1600,1700,1110,1510,440,180,true,0,2,45,2,50,0,0,6291712,敵を足止めせず遠距離攻撃対象外\n移動速度を下げる遠距離物理攻撃,0,0,5070,5080,0,0,0,20,,1,1,1
5070,空神,99,14,850,1350,true,330,480,1,110,160,100,40,0,0,0,0,0,0,440,180,true,0,3,45,2,50,0,0,6291712,敵を足止めせず遠距離攻撃対象外\n移動速度を下げる遠距離物理攻撃\n射程が1.2倍\n範囲内の敵の防御力を20％低下,713,0,0,0,0,0,0,20,,1,1,1
5080,天魔天狗,99,17,1000,1600,true,360,520,1,110,160,100,40,0,0,0,0,0,0,440,180,true,0,4,45,2,50,0,0,6291712,敵を足止めせず遠距離攻撃対象外\n移動速度を下げる遠距離物理攻撃\nスキルの効果時間が25％増加\nスキル再使用時間を45％短縮,714,0,0,0,0,0,0,20,,1,1,1
5100,霧分身,99,13,3200,3900,true,370,490,1,470,600,100,40,0,0,0,0,0,0,444,-1,true,1,0,25,2,0,0,1,6291712,,0,0,0,0,0,0,0,20,,1,1,1
5170,霧分身第二A,99,13,3300,4100,true,420,560,1,500,630,100,40,0,0,0,0,0,0,20,0,true,1,2,25,2,50,0,1,6291712,,0,0,0,0,0,0,0,20,,1,1,1
5180,霧分身第二B,99,13,3400,4300,true,380,500,1,490,620,100,40,0,0,0,0,0,0,20,0,true,1,2,25,2,50,0,1,6291712,,0,0,0,0,0,0,0,20,,1,1,1
5200,鍛冶職人,80,13,1200,2300,true,200,500,1,100,200,100,40,5230,600,1400,1600,610,2410,445,-1,true,1,0,35,2,20,0,0,6291718,出撃メンバーにいるだけで、王子と\n対象クラスの攻撃防御5％上昇\n配置中は、攻撃防御がさらに\n10％上昇する,0,0,0,0,0,0,0,20,,1,1,1
5230,マスタースミス,99,13,2200,3500,true,460,580,1,170,250,100,40,0,600,1400,1600,610,2410,445,-1,true,1,2,35,2,50,0,0,6291718,出撃メンバーにいるだけで、王子と\n対象クラスの攻撃防御5％上昇\n配置中は、攻撃防御がさらに\n15％上昇する,0,0,5270,5280,0,0,0,20,,1,1,1
5270,神匠鍛冶師,99,8,2200,3500,true,500,670,1,180,270,100,40,0,0,0,0,0,0,445,-1,true,1,3,35,2,50,0,0,6291718,王子と対象の攻撃防御5％上昇\n配置中は、さらに15％上昇する\nスキル中、対象クラスへの\n攻撃関連の強化倍率+0.1倍,0,0,0,0,0,0,0,20,,1,1,1
5280,バトルスミス,99,13,2500,4300,true,480,600,1,250,400,100,40,0,0,0,0,0,0,445,-1,true,1,4,35,2,50,0,0,6291718,王子と対象の攻撃防御5％上昇\n配置中は、さらに15％上昇する\nスキル中、対象クラスへの\n攻撃、防御関連の強化倍率+0.1倍,0,0,0,0,0,0,0,20,,1,1,1
5300,グラディエーター,50,20,900,1450,true,230,410,1,130,210,100,40,5310,100,400,600,0,0,446,-1,true,1,0,35,2,7,0,0,6291712,HP90％以下で攻撃後の隙を短縮\nHP30％以下で隙がなくなる,347,0,0,0,0,0,0,20,,1,1,1
5310,次席剣闘士,80,20,1450,2200,true,410,530,1,210,270,100,40,5320,100,600,800,1210,0,446,-1,true,1,1,35,2,20,0,0,6291712,HP90％以下で攻撃後の隙を短縮\nHP30％以下で隙がなくなる,347,0,0,0,0,0,0,20,,1,1,1
5320,筆頭剣闘士,99,22,2050,2800,true,490,690,1,250,350,100,40,0,100,600,800,1210,0,446,-1,true,1,2,35,2,50,0,0,6291712,HP95％以下で攻撃後の隙を短縮\nHP35％以下で隙がなくなる,443,0,5370,5380,0,0,0,20,,1,1,1
5370,オークブレイバー,99,22,2400,3600,true,530,760,1,280,400,100,40,0,0,0,0,0,0,446,-1,true,1,3,35,2,50,0,0,6291712,HP95％以下で攻撃後の隙を短縮\nHP50％以下で隙がなくなる\n攻撃発生までの時間を常に短縮,918,0,0,0,0,0,0,20,,1,1,1
5380,オンスロート,99,22,2200,3100,true,500,720,1,250,350,100,40,0,0,0,0,0,0,446,-1,true,1,4,35,2,50,0,0,6291712,HP95％以下で攻撃後の隙を短縮\nHP35％以下で隙がなくなる\nスキル効果時間+30％\nスキル中攻撃力1.2倍,919,0,0,0,0,0,0,20,,1,1,1
5400,アースエレメンタル,99,0,1300,1800,true,100,180,2,100,180,100,40,0,0,0,0,0,0,455,-1,true,2,0,40,3,0,0,0,6291787,,349,0,0,0,0,0,0,20,,1,1,1
5420,上級アースエレメンタル,99,0,1650,2200,true,170,220,3,160,450,100,40,0,0,0,0,0,0,455,-1,true,3,0,40,3,0,0,0,6291787,,349,0,0,0,0,0,0,20,,1,1,1
5500,キョンシー,80,10,1300,2000,true,200,420,1,260,350,100,40,5530,400,2200,10600,410,1010,457,-1,true,1,0,50,2,20,0,0,6291712,他ユニットからのＨＰ回復を受け\nられない 防御力と魔法耐性無視\n敵をブロックしていない時、\n遠距離攻撃を行う,255,0,0,0,0,0,0,20,,1,1,1
5530,屍道士,99,10,1900,2700,true,410,475,1,330,450,100,40,0,0,0,0,0,0,457,-1,true,1,2,50,2,50,0,0,6291712,他ユニットからのＨＰ回復を受け\nられない 防御力と魔法耐性無視\n敵をブロックしていない時、\n遠距離攻撃を行う,255,0,0,0,0,0,0,20,,1,1,1
5600,エアーエレメンタル,99,0,700,1100,true,50,110,99,30,50,100,40,0,0,0,0,0,0,467,148,true,0,0,40,1,0,0,0,6291712,,356,0,0,0,0,0,0,20,,1,1,1
5620,上級エアーエレメンタル,99,0,1000,1400,true,95,150,99,40,65,100,40,0,0,0,0,0,0,467,148,true,0,0,40,1,0,0,0,6291712,,384,0,0,0,0,0,0,20,,1,1,1
5700,ダークエレメンタル,99,0,200,400,true,150,300,1,0,25,100,40,0,0,0,0,0,0,467,195,true,1,0,40,2,0,0,1,6291712,,366,0,0,0,0,0,0,20,,1,1,1
5720,上級ダークエレメンタル,99,0,350,500,true,280,340,1,20,35,100,40,0,0,0,0,0,0,467,195,true,1,0,40,2,0,0,1,6291712,,366,0,0,0,0,0,0,20,,1,1,1
5800,大ガマ,99,0,1700,2700,true,1000,1250,1,200,300,100,40,0,0,0,0,0,0,472,1,true,1,0,30,2,0,0,1,6291712,,374,0,0,0,0,0,0,20,,1,1,1
5900,雷公,80,40,2500,4000,true,700,1000,1,160,260,100,40,5930,1000,1400,1600,1110,1010,480,199,true,0,0,50,2,20,0,1,6291712,通常時は空を飛び長射程の防御力\n無視攻撃 スキルで地上に降りる,0,0,0,0,0,0,0,20,,1,1,1
5930,雷神,99,45,3800,4600,true,960,1100,1,250,280,100,40,0,1000,1400,1600,1110,1010,480,199,true,0,2,50,2,50,0,1,6291712,通常時は空を飛び長射程の防御力\n無視攻撃 スキルで地上に降りる,0,0,5970,5980,0,0,0,20,,1,1,1
5970,タケミカヅチ,99,45,4100,5200,true,1050,1250,1,280,330,100,40,0,0,0,0,0,0,480,199,true,0,3,50,2,50,0,1,6291712,通常時は空を飛び長射程の防御力\n無視攻撃 スキルで地上に降りる\nスキル中の射程+0.3倍,0,0,0,0,0,0,0,20,,1,1,1
5980,雷鬼,99,45,3800,4600,true,1200,1400,1,250,280,100,40,0,0,0,0,0,0,480,199,true,0,4,50,2,50,0,1,6291712,通常時は空を飛び長射程の防御力\n無視攻撃 スキルで地上に降りる\n出撃人数に含まれず範囲内全敵に防\n御力無視攻撃を行うトークンを使役,0,0,0,0,0,0,0,20,,1,1,1
6000,モンスターブレイカー,80,12,850,1400,true,180,400,1,140,250,100,40,6030,800,1600,10800,610,10810,481,-1,true,1,0,30,2,20,0,0,6291712,特定の種族の敵を\n弱体化する,0,0,0,0,0,0,0,20,,1,1,1
6030,モンスターパニッシャー,99,12,1200,2000,true,380,560,1,230,320,100,40,0,0,0,0,0,0,481,-1,true,1,2,30,2,50,0,0,6291712,特定の種族の敵を\n弱体化する,0,0,0,0,0,0,0,20,,1,1,1
6100,バリケード,99,0,10000,10000,true,0,0,1,100,100,100,40,0,0,0,0,0,0,488,-1,true,99,0,240,0,0,30,0,6291712,,388,0,0,0,0,0,0,20,,1,1,1
6200,風伯,80,40,2600,4100,true,520,820,1,180,280,100,40,6230,800,1400,11300,1110,810,493,180,true,0,0,50,2,20,0,0,6291712,通常時は空を飛び長射程の鈍足\n物理攻撃 スキルで地上に降りる,0,0,0,0,0,0,0,20,,1,1,1
6230,風神,99,45,3900,4700,true,780,890,1,270,300,100,40,0,800,1400,11300,1110,810,493,180,true,0,2,50,2,50,0,0,6291712,通常時は空を飛び長射程の鈍足\n物理攻撃 スキルで地上に降りる,0,0,6270,6280,0,0,0,20,,1,1,1
6270,シナツヒコ,99,45,4300,5400,true,990,1200,1,350,400,100,40,0,0,0,0,0,0,493,420,true,0,3,30,2,50,0,0,6291712,通常時は空を飛び長射程の鈍足\n物理攻撃 スキルで地上に降りる\n攻撃後の待ち時間を短縮\n全敵から受けるダメージ20％軽減,927,0,0,0,0,0,0,20,,1,1,1
6280,風鬼,99,45,4900,6100,true,880,1000,1,420,530,100,40,0,0,0,0,0,0,493,180,true,0,4,50,2,50,0,0,6291712,通常時は空を飛び長射程の鈍足\n物理攻撃 スキルで地上に降りる\n出撃人数に含まれず範囲内全敵に\n鈍足物理攻撃を行うトークンを使役,0,0,0,0,0,0,0,20,,1,1,1
6300,ウォーターエレメンタル,99,0,800,1200,true,140,280,1,35,55,100,40,0,0,0,0,0,0,503,212,true,1,0,65,2,0,0,1,6291712,,409,0,0,0,0,0,0,20,,1,1,1
6320,上級ウォーターエレメンタル,99,0,1100,1600,true,260,300,1,45,70,100,40,0,0,0,0,0,0,503,212,true,1,0,65,2,0,0,1,6291712,,409,0,0,0,0,0,0,20,,1,1,1
6400,王太子,99,22,1700,2600,true,265,485,1,340,700,100,40,0,0,0,0,0,0,501,-1,true,1,0,30,1,20,0,0,6291712,配置中、自身と同じ出身の\nユニットが死亡した場合、\n撤退として扱う,410,0,0,0,0,0,0,20,,1,1,1
6410,公子,99,22,1700,2600,true,265,485,1,340,700,100,40,0,0,0,0,0,0,501,-1,true,1,0,30,1,20,0,0,6291712,配置中、自身と同じ出身の\nユニットが死亡した場合、\n撤退として扱う,410,0,0,0,0,0,0,20,,1,1,1
6500,化け猫,99,0,1600,2000,true,700,1200,1,500,700,100,40,0,0,0,0,0,0,516,-1,true,1,0,30,1,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
6600,ミミック,99,0,1500,2000,true,1150,1500,1,320,500,100,40,0,0,0,0,0,0,229,230,true,1,0,30,1,0,0,0,6291712,,461,0,0,0,0,0,0,20,,1,1,1
6700,グランドナイト,50,25,1600,2200,true,190,290,1,280,370,100,40,6710,100,200,800,0,0,540,-1,true,2,0,30,1,7,0,0,6291712,２体までの敵を足止めできる\nスキル中、自身がブロック中の\n敵を味方遠距離ユニットが\n優先的に攻撃する,0,0,0,0,0,0,0,20,,1,1,1
6710,ロードナイト,80,27,2200,2900,true,270,380,1,360,530,100,40,6720,100,200,1400,2210,0,540,-1,true,2,1,30,1,20,0,0,6291712,２体までの敵を足止めできる\nスキル中、自身がブロック中の\n敵を味方遠距離ユニットが\n優先的に攻撃する,0,0,0,0,0,0,0,20,,1,1,1
6720,デュークナイト,99,27,2700,3500,true,355,425,1,500,700,100,40,0,0,0,0,0,0,540,-1,true,2,2,30,1,50,0,0,6291712,２体までの敵を足止めできる\nスキル中、自身がブロック中の\n敵を味方遠距離ユニットが\n優先的に攻撃する,0,0,0,0,0,0,0,20,,1,1,1
6800,ジャックランタン,80,0,1500,3000,false,40,80,1,50,100,100,40,0,0,0,0,0,0,542,-1,true,0,0,1,2,0,0,1,6291735,,466,0,0,0,0,0,0,20,,1,1,1
6900,砲撃ポイント,30,0,1,1,true,1000,1300,1,1,1,100,40,0,0,0,0,0,0,543,233,true,1,0,30,1,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7000,グリフィンライダー,80,18,800,1500,true,260,470,1,150,250,100,40,7030,300,1000,1700,1110,2610,550,148,true,0,0,30,2,20,0,0,6291712,通常時は空を飛び、周りの\n敵全てを同時に攻撃する\n50％の確率で敵からの\n物理攻撃を回避する,483,0,0,0,0,0,0,20,,1,1,1
7030,グリフィンナイト,99,18,1400,2000,true,440,590,1,220,300,100,40,0,0,0,0,0,0,550,148,true,0,2,30,2,50,0,0,6291712,通常時は空を飛び、周りの\n敵全てを同時に攻撃する\n50％の確率で敵からの\n物理攻撃を回避する,483,0,0,0,0,0,0,20,,1,1,1
7100,鏡花水月,99,13,2300,2800,true,450,560,1,380,540,100,40,0,0,0,0,0,0,583,0,true,1,2,30,2,50,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7170,鏡花水月,99,13,2500,3000,true,520,630,1,460,640,100,40,0,0,0,0,0,0,706,0,true,1,2,30,2,50,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7180,鏡花水月,99,13,2400,2900,true,560,670,1,380,540,100,40,0,0,0,0,0,0,707,0,true,1,2,30,2,50,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7200,サッパー,80,9,700,1100,true,140,200,1,150,220,100,40,7230,100,1400,11300,1510,11310,599,-1,true,1,0,30,2,20,0,0,6291718,死亡しても一定時間後に\nその場で復活するトークンを\n使役できる\nトークンは出撃数に含まれない,0,0,0,0,0,0,0,20,,1,1,1
7230,サッパーチーフ,99,9,1000,1500,true,190,270,1,210,270,100,40,0,0,0,0,0,0,599,-1,true,1,2,30,2,50,0,0,6291718,死亡しても一定時間後に\nその場で復活するトークンを\n使役できる\nトークンは出撃数に含まれない,0,0,0,0,0,0,0,20,,1,1,1
7300,真人,80,17,1300,2400,true,150,300,1,420,680,100,40,7330,1000,10100,10300,1010,11210,603,180,true,0,0,45,2,20,0,0,6291718,空を飛び、飛び道具での攻撃\n射程内の味方が受けるダメージを\n一部肩代わりする,544,0,0,0,0,0,0,20,,1,1,1
7330,飛天真人,99,17,2200,3400,true,280,450,1,650,830,100,40,0,0,0,0,0,0,603,180,true,0,2,45,2,50,0,0,6291718,空を飛び、飛び道具での攻撃\n射程内の味方が受けるダメージを\n一部肩代わりする,544,0,0,0,0,0,0,20,,1,1,1
7400,操屍人,99,0,2000,2500,true,900,1200,1,100,250,100,40,0,0,0,0,0,0,608,-1,true,1,0,30,2,0,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7500,帝国騎士,99,0,1050,1550,true,350,530,1,270,390,100,40,0,0,0,0,0,0,422,21,true,2,0,35,1,20,0,0,6291712,,0,0,0,0,0,0,0,20,,1,1,1
7600,邪仙,80,15,750,1600,true,350,550,1,200,350,100,40,7630,300,1400,11300,1810,11210,630,53,true,0,0,30,2,20,0,1,0,空を飛び、防御力無視の\n遠距離攻撃,0,0,0,0,0,0,0,20,,1,1,1
7630,大邪仙,99,15,1450,2000,true,500,700,1,300,450,100,40,0,0,0,0,0,0,630,53,true,0,2,30,2,50,0,1,0,空を飛び、防御力無視の\n遠距離攻撃,0,0,0,0,0,0,0,20,,1,1,1
7700,金光聖菩分身,80,13,750,1600,true,350,550,1,200,350,100,40,0,0,0,0,0,0,630,53,true,0,0,30,2,0,0,1,0,,0,0,0,0,0,0,0,20,,1,1,1
7720,金光聖菩分身覚醒,99,13,1450,2000,true,500,700,1,300,450,100,40,0,0,0,0,0,0,630,53,true,0,0,30,2,0,0,1,0,,0,0,0,0,0,0,0,20,,1,1,1
7800,君主【恋姫】,80,13,800,1200,true,260,400,1,110,220,100,40,7830,100,300,600,110,1510,648,-1,true,1,0,30,2,20,0,0,6291712,スキル使用時に\n出撃コストを10回復,974,0,0,0,0,0,0,20,,1,1,1
7830,大君主【恋姫】,99,13,1100,1900,true,380,500,1,200,300,100,40,0,0,0,0,0,0,648,-1,true,1,2,30,2,50,0,0,6291712,スキル使用時に\n出撃コストを10回復,975,0,0,0,0,0,0,20,,1,1,1
7900,武将【恋姫】,80,16,1000,1800,true,300,500,2,170,270,100,40,7930,800,1000,1400,210,810,650,-1,true,2,0,30,2,20,0,0,6291712,ブロックした敵\n全員を攻撃できる\nスキル使用時にHPが40％回復,613,0,0,0,0,0,0,20,,1,1,1
7930,大将軍【恋姫】,99,16,1700,2400,true,450,600,2,250,350,100,40,0,0,0,0,0,0,650,-1,true,2,2,30,2,50,0,0,6291712,ブロックした敵\n全員を攻撃できる\nスキル使用時にHPが70％回復,614,0,0,0,0,0,0,20,,1,1,1
8000,汎用NPC【近接遠距離】,99,0,1000,1000,true,1000,1000,1,1000,1000,100,40,0,0,0,0,0,0,666,294,true,1,0,30,3,0,0,0,6291718,,0,0,0,0,0,0,0,20,,1,1,1
8100,アイスエレメンタル,99,0,500,800,true,200,290,1,50,70,100,40,0,0,0,0,0,0,668,295,true,1,0,65,2,0,0,1,6291712,,349,0,0,0,0,0,0,20,,1,1,1
8120,上級アイスエレメンタル,99,0,750,1100,true,280,380,1,60,90,100,40,0,0,0,0,0,0,668,295,true,1,0,65,2,0,0,1,6291712,,349,0,0,0,0,0,0,20,,1,1,1
8200,設置爆弾,80,7,20,20,true,450,650,1,0,0,100,40,0,0,0,0,0,0,673,-1,true,0,0,150,1,0,0,0,0,,638,0,0,0,0,0,0,30,,1,1,1
8210,改良型設置爆弾,99,7,20,20,true,600,800,1,0,0,100,40,0,0,0,0,0,0,673,-1,true,0,0,150,1,0,0,0,0,,638,0,0,0,0,0,0,30,,1,1,1
8300,パンプキンナイト,99,0,3500,5000,false,350,450,1,450,750,100,40,0,0,0,0,0,0,683,-1,true,2,0,30,2,0,0,0,6291712,,645,0,0,0,0,0,0,20,,1,1,1
8400,巨人【七つの大罪】,80,32,2400,4000,true,320,680,1,180,290,100,40,8430,200,600,1400,210,610,684,-1,true,3,0,30,2,20,0,0,6291718,３体までの敵を足止めできる,0,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8410,槌使い【異郷】,80,32,2400,4000,true,320,680,1,180,290,100,40,8440,200,600,1400,210,610,692,-1,true,3,0,30,2,20,0,0,6291718,３体までの敵を足止めできる,0,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8430,〈嫉妬の罪〉,99,32,3800,4900,true,650,770,1,270,400,100,40,0,0,0,0,0,0,684,-1,true,3,2,30,2,50,0,0,6291718,３体までの敵を足止めできる\nスキル使用時にHPが50%回復,649,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8440,戦鎚使い【異郷】,99,32,3800,4900,true,650,770,1,270,400,100,40,0,0,0,0,0,0,692,-1,true,3,2,30,2,50,0,0,6291718,３体までの敵を足止めできる\nスキル使用時にHPが50%回復,649,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8500,盗賊【七つの大罪】,80,18,800,1500,true,200,380,1,100,250,100,40,8530,400,600,1000,410,1010,685,-1,true,1,0,25,2,20,0,0,6291712,敵を倒すとまれにゴールドを入手,74,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8510,盗賊【異郷】,80,18,800,1500,true,200,380,1,100,250,100,40,8540,400,600,1000,410,1010,693,-1,true,1,0,25,2,20,0,0,6291712,敵を倒すとまれにゴールドを入手,74,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8530,〈強欲の罪〉,99,18,1400,2200,true,360,450,1,230,320,100,40,0,0,0,0,0,0,685,-1,true,1,2,25,2,50,0,0,6291712,敵を倒すとまれにゴールドを入手\nゴールドの入手確率が上昇,650,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8540,大盗賊【異郷】,99,18,1400,2200,true,360,450,1,230,320,100,40,0,0,0,0,0,0,693,-1,true,1,2,25,2,50,0,0,6291712,敵を倒すとまれにゴールドを入手\nゴールドの入手確率が上昇,650,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8600,騎士【七つの大罪】,80,25,1500,2500,true,210,400,1,190,300,100,40,8630,100,300,1600,110,1210,687,-1,true,2,0,30,2,20,0,0,6291712,２体までの敵を足止めできる\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8610,騎士【異郷】,80,25,1500,2500,true,210,400,1,190,300,100,40,8640,100,300,1600,110,1210,695,-1,true,2,0,30,2,20,0,0,6291712,２体までの敵を足止めできる\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8630,〈憤怒の罪〉,99,25,2400,3500,true,380,470,1,280,460,100,40,0,0,0,0,0,0,687,-1,true,2,2,30,2,50,0,0,6291712,２体までの敵を足止めできる\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8640,聖騎士【異郷】,99,25,2400,3500,true,380,470,1,280,460,100,40,0,0,0,0,0,0,695,-1,true,2,2,30,2,50,0,0,6291712,２体までの敵を足止めできる\n魔界でも能力が低下しない,392,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8700,妖精【七つの大罪】,80,27,1000,1500,true,230,380,1,140,230,100,40,8730,300,1700,10300,1110,1610,688,309,true,0,0,30,2,20,0,0,6291712,通常時は空を飛び\n遠距離の物理攻撃,0,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8710,妖精【異郷】,80,27,1000,1500,true,230,380,1,140,230,100,40,8740,300,1700,10300,1110,1610,696,315,true,0,0,30,2,20,0,0,6291712,通常時は空を飛び\n遠距離の物理攻撃,0,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8730,〈怠惰の罪〉,99,27,1400,2000,true,350,470,1,210,290,100,40,0,0,0,0,0,0,688,309,true,0,2,30,2,50,0,0,6291712,通常時は空を飛び\n遠距離の物理攻撃\n射程が1.2倍,0,0,0,0,0,0,0,20,IsRating(\ALL\);,1,1,1
8740,大妖精【異郷】,99,27,1400,2000,true,350,470,1,210,290,100,40,0,0,0,0,0,0,696,315,true,0,2,30,2,50,0,0,6291712,通常時は空を飛び\n遠距離の物理攻撃\n射程が1.2倍,0,0,0,0,0,0,0,20,IsRating(\R18\);,1,1,1
8800,鬼刃衆,99,8,1800,2500,true,500,700,1,450,600,100,40,0,0,0,0,0,0,703,314,true,1,0,30,2,0,0,0,6291712,,349,0,0,0,0,0,0,20,,1,1,1
8900,魔王親衛隊,80,21,1000,1700,true,250,380,1,240,360,100,40,8930,100,400,1600,610,12310,713,-1,true,1,0,35,2,20,0,0,6291712,攻撃がヒットした敵の\n攻撃力を一定時間20％減少,681,0,0,0,0,0,0,20,,1,1,1
8930,アビスリベリオン,99,21,1500,2400,true,350,520,1,340,480,100,40,0,100,400,1600,610,12310,713,-1,true,1,2,35,2,50,0,0,6291712,攻撃がヒットした敵の\n攻撃力を一定時間30％減少,682,0,8970,8980,0,0,0,20,,1,1,1
8970,アビスセンチネル,99,21,1800,3000,true,370,540,2,380,540,100,40,0,0,0,0,0,0,713,-1,true,2,3,35,2,50,0,0,6291712,攻撃がヒットした敵の\n攻撃力を一定時間40％減少\nブロック数と攻撃対象数+1,901,0,0,0,0,0,0,20,,1,1,1
8980,アビスレイダー,99,21,1600,2600,true,390,590,1,360,520,100,40,0,0,0,0,0,0,713,-1,true,1,4,35,2,50,0,0,6291712,攻撃がヒットした敵の\n攻撃力を一定時間30％減少\nスキル効果時間が30％増加\nスキル中の攻撃力1.3倍,902,0,0,0,0,0,0,20,,1,1,1
9000,騎士【封緘】,80,15,1000,1900,true,300,450,1,270,390,100,40,9030,100,1600,1700,110,10410,720,-1,true,2,0,30,2,20,0,0,6291712,２体までの敵を足止めできる\n通常時は10％、スキル中は\n50％の確率で攻撃力が\n1.3倍の攻撃を出す,688,0,0,0,0,0,0,20,,1,1,1
9030,将軍【封緘】,99,15,1600,2500,true,420,550,1,370,500,100,40,0,0,0,0,0,0,720,-1,true,3,2,30,2,50,0,0,6291712,３体までの敵を足止めできる\n通常時は10％、スキル中は\n50％の確率で攻撃力が\n1.5倍の攻撃を出す,689,0,0,0,0,0,0,20,,1,1,1
9100,海賊手下【剣】,99,0,2200,2750,true,420,520,1,300,400,100,40,0,0,0,0,0,0,727,-1,true,1,0,25,1,0,0,0,6291712,,313,0,0,0,0,0,0,20,,1,1,1
9200,サンダーエレメンタル,99,0,400,600,true,60,120,1,20,35,100,40,0,0,0,0,0,0,736,199,true,0,0,15,2,0,0,1,6291712,,709,0,0,0,0,0,0,20,,1,1,1
9220,上級サンダーエレメンタル,99,0,550,800,true,110,160,1,30,50,100,40,0,0,0,0,0,0,737,199,true,0,0,15,2,0,0,1,6291712,,709,0,0,0,0,0,0,20,,1,1,1
9300,バトルタンク,99,0,2000,3000,true,500,1000,1,500,800,100,40,0,0,0,0,0,0,764,337,true,1,0,80,2,0,0,0,6291712,,540,0,0,0,0,0,0,20,,1,1,1
9320,バトルタンク・マークⅡ,99,0,2800,4200,true,900,1500,1,700,1200,100,40,0,0,0,0,0,0,764,337,true,1,0,80,2,0,0,0,6291712,,541,0,0,0,0,0,0,20,,1,1,1
9400,王子【英魂】,99,24,2400,2700,true,370,480,1,220,360,100,40,0,0,0,0,0,0,771,-1,true,1,0,45,2,5,0,0,6291718,味方の能力を高める 範囲内の\n味方を回復し、スキル中は遠距離\n物理攻撃を行う、出撃人数に\n含まれない特殊トークンを使役,0,0,0,0,0,0,0,25,,1,1,1
